朝向,楼层,成交,单价,成交价,税费,区县,区域,装修,电梯,小区,布局,面积
南,高楼层(共16层) 1997年建板塔结合,2015.12.26,51949,436,房屋满五年,东城,安贞,精装,有电梯,富仁名苑,2室1厅,83.93
南 北,中楼层(共21层) 1990年建塔楼,2015.12.26,55817,487,房屋满五年,东城,安贞,简装,有电梯,安华西里社区,3室1厅,87.25
南,顶层(共6层) 1987年建板楼,2015.12.26,59445,239.5,房屋满五年,东城,安贞,简装,无电梯,西青年沟,1室1厅,40.29
东 北,中楼层(共18层) 2000年建塔楼,2015.12.26,40769,437,挂牌460万,东城,安贞,精装,有电梯,安圣苑,2室1厅,107.19
南 北,低楼层(共6层) 1993年建板楼,2015.12.26,51543,730,房屋满五年,东城,安贞,简装,无电梯,安华西里社区,4室1厅,141.63
西 北,高楼层(共18层) 1989年建塔楼,2015.12.25,47019,272,房屋满两年,东城,安贞,精装,有电梯,安华里社区,2室1厅,57.85
南,高楼层(共6层) 1984年建板楼,2015.12.25,49011,203,房屋满五年,东城,安贞,简装,无电梯,安华西里社区,1室1厅,41.42
南 北,中楼层(共6层) 1986年建板楼,2015.12.25,49783,286,房屋满五年,东城,安贞,其他,无电梯,小黄庄前街3号院,2室1厅,57.45
东 北,中楼层(共17层) 1990年建塔楼,2015.12.25,46878,349,房屋满五年,东城,安贞,简装,有电梯,安贞里,3室1厅,74.45
南 北,顶层(共6层) 1984年建板楼,2015.12.24,48992,204,房屋满五年,东城,安贞,其他,无电梯,安贞西里,1室1厅,41.64
西 北,顶层(共11层) 1990年建板塔结合,2015.12.22,46152,268,房屋满五年,东城,安贞,精装,有电梯,安华西里社区,2室1厅,58.07
南,低楼层(共16层) 1987年建板楼,2015.12.22,47070,310,房屋满五年,东城,安贞,简装,有电梯,安华西里社区,2室1厅,65.86
东,高楼层(共16层) 1994年建塔楼,2015.12.22,48047,225,近地铁,东城,安贞,其他,有电梯,安外大街,1室1厅,46.83
东 南,低楼层(共6层) 1984年建板楼,2015.12.21,51113,294,房屋满五年,东城,安贞,精装,无电梯,安贞西里,2室1厅,57.52
南 北,顶层(共6层) 1985年建板楼,2015.12.21,50067,265,房屋满五年,东城,安贞,精装,无电梯,安华西里社区,2室1厅,52.93
南 北,高楼层(共21层) 1989年建塔楼,2015.12.21,53698,485,房屋满五年,东城,安贞,简装,有电梯,安华西里社区,3室1厅,90.32
南 北,中楼层(共5层) 1988年建板楼,2015.12.21,49425,266,房屋满五年,东城,安贞,其他,无电梯,外馆西街,2室1厅,53.82
南 北,底层(共6层) 1984年建板楼,2015.12.20,60976,400,房屋满五年,东城,安贞,精装,无电梯,安贞里,3室1厅,65.6
东 西,低楼层(共14层) 1989年建板塔结合,2015.12.20,43397,368,房屋满五年,东城,安贞,简装,有电梯,安华里社区,3室1厅,84.8
南 北,底层(共6层) 1985年建板楼,2015.12.20,54826,288,房屋满五年,东城,安贞,精装,无电梯,安华西里社区,2室1厅,52.53
南 北,高楼层(共6层) 1985年建板楼,2015.12.20,46082,263.4,房屋满五年,东城,安贞,精装,无电梯,安华西里社区,2室1厅,57.16
东,顶层(共16层) 1994年建板楼,2015.12.19,48788,320,近地铁,东城,安贞,简装,有电梯,安外大街,2室1厅,65.59
东 南,低楼层(共18层) 1988年建塔楼,2015.12.19,38665,239.8,房屋满五年,东城,安贞,精装,有电梯,安华里社区,2室1厅,62.02
东 西,中楼层(共5层) 1988年建板楼,2015.12.19,45698,325,房屋满五年,东城,安贞,精装,无电梯,安贞西里,3室0厅,71.12
南 北,中楼层(共5层) 1986年建板楼,2015.12.19,48189,270,房屋满五年,东城,安贞,精装,无电梯,小黄庄前街3号院,2室1厅,56.03
南 西,低楼层(共13层) 1988年建板塔结合,2015.12.19,39514,185,房屋满两年,东城,安贞,精装,有电梯,安华里社区,1室1厅,46.82
南 北,顶层(共6层) 1986年建板楼,2015.12.19,44983,281.5,房屋满五年,东城,安贞,其他,无电梯,安华里社区,2室1厅,62.58
南 北,中楼层(共12层) 1993年建板塔结合,2015.12.19,54461,268.6,房屋满五年,东城,安贞,精装,有电梯,小黄庄一区,1室1厅,49.32
南 北,中楼层(共7层) 1996年建板楼,2015.12.19,52811,545,房屋满五年,东城,安贞,精装,无电梯,小黄庄前街,3室1厅,103.2
南,中楼层(共6层) 1995年建板楼,2015.12.18,54022,227,房屋满五年,东城,安贞,简装,无电梯,小黄庄二区,1室1厅,42.02
东,低楼层(共13层) 1988年建板塔结合,2015.12.18,39086,183,房屋满五年,东城,安贞,简装,有电梯,安华里社区,1室1厅,46.82
南 北,低楼层(共6层) 1985年建板楼,2015.12.17,52494,301,房屋满两年,东城,安贞,精装,无电梯,安华西里社区,2室1厅,57.34
东 北,高楼层(共17层) 1986年建塔楼,2015.12.17,43132,273.5,房屋满五年,东城,安贞,精装,有电梯,安贞里,2室1厅,63.41
南 北,低楼层(共6层) 1988年建板楼,2015.12.17,53615,290,房屋满五年,东城,安贞,简装,无电梯,安华里社区,2室0厅,54.09
东 南,低楼层(共24层) 1986年建塔楼,2015.12.16,50745,375,房屋满五年,东城,安贞,简装,有电梯,安贞西里,2室1厅,73.9
南 北,高楼层(共16层) 1986年建塔楼,2015.12.15,52156,363,房屋满五年,东城,安贞,简装,有电梯,安贞西里,3室1厅,69.6
南 北,中楼层(共6层) 1985年建板楼,2015.12.15,49890,272,房屋满五年,东城,安贞,精装,无电梯,安华里社区,2室1厅,54.52
东 西,顶层(共5层) 1988年建板楼,2015.12.15,43073,249,房屋满五年,东城,安贞,简装,无电梯,安贞西里,2室1厅,57.81
南 北,中楼层(共6层) 1985年建板楼,2015.12.15,52209,279,房屋满五年,东城,安贞,精装,无电梯,安贞里,2室1厅,53.44
西 北,顶层(共7层) 1996年建板楼,2015.12.15,38824,194,房屋满五年,东城,安贞,简装,无电梯,小黄庄前街,1室1厅,49.97
南,低楼层(共6层) 1990年建板楼,2015.12.14,43569,189,房屋满五年,东城,安贞,简装,无电梯,安华西里社区,1室1厅,43.38
南 北,中楼层(共21层) 板塔结合,2015.12.14,59291,500,房屋满五年,东城,安贞,简装,有电梯,小黄庄一区,3室1厅,84.33
东,低楼层(共16层) 1994年建塔楼,2015.12.14,46168,315,房屋满五年,东城,安贞,简装,有电梯,安外大街,2室1厅,68.23
南 北,顶层(共6层) 1996年建板楼,2015.12.13,54778,270,房屋满五年,东城,安贞,精装,无电梯,安贞苑50号院,1室1厅,49.29
西南,中楼层(共18层) 塔楼,2015.12.13,50751,477,房屋满五年,东城,安贞,简装,有电梯,安定路,3室1厅,93.99
东 西,高楼层(共6层) 1994年建板楼,2015.12.13,55486,310,房屋满五年,东城,安贞,精装,无电梯,小黄庄一区,2室1厅,55.87
东 南,中楼层(共14层) 1992年建板塔结合,2015.12.13,43444,220,房屋满五年,东城,安贞,简装,有电梯,安华里社区,1室1厅,50.64
东,中楼层(共20层) 1993年建塔楼,2015.12.13,47877,199.5,房屋满五年,东城,安贞,简装,有电梯,安定路,1室1厅,41.67
南 北,低楼层(共16层) 1987年建板楼,2015.12.13,51920,430,房屋满五年,东城,安贞,其他,有电梯,安华西里社区,3室1厅,82.82
西 南,高楼层(共18层) 1987年建塔楼,2015.12.12,51758,371,房屋满五年,东城,安贞,精装,有电梯,安华里社区,3室1厅,71.68
南 北,顶层(共6层) 1987年建板楼,2015.12.12,44911,255,房屋满五年,东城,安贞,精装,无电梯,安华里社区,2室1厅,56.78
东 南,低楼层(共18层) 塔楼,2015.12.12,50262,250,房屋满五年,东城,安贞,简装,有电梯,安定路,1室1厅,49.74
南,高楼层(共16层) 1986年建板塔结合,2015.12.12,52355,398,房屋满五年,东城,安贞,精装,有电梯,安贞西里,3室1厅,76.02
南 北,顶层(共6层) 1985年建板楼,2015.12.12,52329,300,房屋满五年,东城,安贞,精装,无电梯,安贞西里,2室1厅,57.33
南,中楼层(共16层) 1987年建板楼,2015.12.11,47928,318,房屋满五年,东城,安贞,其他,有电梯,安华西里社区,2室1厅,66.35
南,中楼层(共6层) 1987年建板楼,2015.12.11,50857,190,房屋满五年,东城,安贞,简装,无电梯,安华里社区,1室1厅,37.36
南 北,顶层(共6层) 1986年建板楼,2015.12.11,44205,307,房屋满五年,东城,安贞,精装,无电梯,安华里社区,3室1厅,69.45
东 西,顶层(共16层) 1994年建塔楼,2015.12.11,45435,310,房屋满两年,东城,安贞,简装,有电梯,,,
南,中楼层(共16层) 1984年建塔楼,2015.12.10,51291,298,房屋满五年,东城,安贞,精装,有电梯,安贞西里,2室1厅,58.1
东 西 北,高楼层(共14层) 1987年建板塔结合,2015.12.10,47088,380,房屋满五年,东城,安贞,精装,有电梯,安贞西里,3室1厅,80.7
南 北,中楼层(共21层) 1989年建塔楼,2015.12.10,53698,485,房屋满五年,东城,安贞,简装,有电梯,安华西里社区,3室1厅,90.32
西 北,中楼层(共17层) 1986年建塔楼,2015.12.10,48127,339,房屋满五年,东城,安贞,精装,有电梯,安贞里,3室1厅,70.44
西 南,中楼层(共16层) 1984年建塔楼,2015.12.10,49526,266,房屋满五年,东城,安贞,精装,有电梯,小黄庄前街13号院,2室1厅,53.71
南 北,顶层(共6层) 1976年建板楼,2015.12.09,43877,225,房屋满五年,东城,安贞,毛坯,无电梯,小黄庄,2室1厅,51.28
南 北,低楼层(共14层) 1992年建板塔结合,2015.12.09,47081,408,房屋满五年,东城,安贞,简装,有电梯,安华里社区,3室1厅,86.66
南 北 东,底层(共6层) 1986年建板楼,2015.12.09,57914,412,房屋满五年,东城,安贞,毛坯,无电梯,安贞西里,3室1厅,71.14
南,低楼层(共16层) 1985年建塔楼,2015.12.08,51574,290,房屋满五年,东城,安贞,精装,有电梯,安华里社区,2室1厅,56.23
南 北,高楼层(共6层) 1986年建板楼,2015.12.08,47258,268,房屋满五年,东城,安贞,毛坯,无电梯,安贞西里,2室1厅,56.71
东 西,低楼层(共14层) 1996年建板楼,2015.12.07,32557,485,房屋满五年,东城,安贞,简装,有电梯,胜古中路1号院,3室2厅,148.97
南,高楼层(共6层) 1992年建板楼,2015.12.07,49352,270,房屋满五年,东城,安贞,精装,无电梯,皇姑坟小区,2室1厅,54.71
南 北,顶层(共6层) 1983年建板楼,2015.12.06,43918,249.8,房屋满五年,东城,安贞,其他,无电梯,安华西里一区,2室1厅,56.88
东 西,中楼层(共6层) 1987年建板楼,2015.12.06,54463,360,房屋满五年,东城,安贞,精装,无电梯,,,
南 北,底层(共6层) 1984年建板楼,2015.12.06,59083,295,房屋满五年,东城,安贞,精装,无电梯,安贞里,2室1厅,49.93
南,高楼层(共16层) 1986年建板塔结合,2015.12.06,48745,326,房屋满两年,东城,安贞,简装,有电梯,安贞西里,2室1厅,66.88
南 北,高楼层(共6层) 1985年建板楼,2015.12.06,48884,265,房屋满五年,东城,安贞,精装,无电梯,安贞里,2室1厅,54.21
东南,顶层(共6层) 1993年建板楼,2015.12.05,41522,286,房屋满五年,东城,安贞,简装,无电梯,小黄庄前街2号院,2室1厅,68.88
东 西,中楼层(共6层) 1987年建板楼,2015.12.05,43752,251,房屋满五年,东城,安贞,精装,无电梯,安贞西里,2室1厅,57.37
东 西,低楼层(共6层) 1987年建板楼,2015.12.05,51438,340,房屋满两年,东城,安贞,简装,无电梯,西青年沟,4房间1卫,66.1
南 北,中楼层(共6层) 1985年建板楼,2015.12.05,49870,266.5,房屋满五年,东城,安贞,简装,无电梯,安贞里,2室1厅,53.44
南,中楼层(共17层) 2005年建板塔结合,2015.12.05,62413,665,房屋满五年,东城,安贞,精装,有电梯,国典华园,2室2厅,106.55
东 西,中楼层(共14层) 1996年建板楼,2015.12.04,32490,484,房屋满五年,东城,安贞,简装,有电梯,胜古中路1号院,3室2厅,148.97
西 北,高楼层(共23层) 1997年建塔楼,2015.12.02,30628,460,房屋满五年,东城,安贞,简装,有电梯,深房大厦,3室1厅,150.19
暂无数据,低楼层(共16层) 1987年建板楼,2015.12,,,近地铁,东城,安贞,其他,有电梯,,,
东,高楼层(共21层) 板塔结合,2015.12,,,近地铁,东城,安贞,其他,有电梯,,,
暂无数据,中楼层(共6层) 1984年建板楼,2015.12,,,近地铁,东城,安贞,其他,无电梯,,,
暂无数据,中楼层(共16层) 1997年建板塔结合,2015.12,,,,东城,安贞,其他,有电梯,,,
暂无数据,顶层(共6层) 1986年建板楼,2015.12,,,,东城,安贞,其他,无电梯,,,
暂无数据,中楼层(共16层) 1987年建板楼,2015.12,,,近地铁,东城,安贞,其他,有电梯,,,
暂无数据,低楼层(共20层) 2000年建塔楼,2015.12,,,,东城,安贞,其他,有电梯,,,
暂无数据,中楼层(共16层) 1988年建板塔结合,2015.12,,,,东城,安贞,其他,有电梯,,,
暂无数据,高楼层(共6层) 1990年建板楼,2015.12,,,,东城,安贞,其他,无电梯,,,
暂无数据,高楼层(共20层) 2000年建塔楼,2015.12,,,,东城,安贞,其他,有电梯,,,
暂无数据,中楼层(共20层) 1989年建塔楼,2015.12,,,近地铁,东城,安贞,其他,有电梯,,,
暂无数据,中楼层(共6层) 1985年建板楼,2015.12,,,,东城,安贞,其他,无电梯,,,
东 西,低楼层(共6层) 1985年建板楼,2015.12,,,房屋满五年,东城,安贞,简装,无电梯,安华西里社区,2室1厅,54.03
南 北,低楼层(共6层) 1986年建板楼,2015.12,,,房屋满五年,东城,安贞,简装,无电梯,安贞里,2室1厅,55
南,中楼层(共6层) 1993年建板楼,2015.12,,,房屋满五年,东城,安贞,简装,无电梯,兴化路2号院,1室1厅,38.5
东 北,中楼层(共17层) 1988年建塔楼,2015.12,,,房屋满五年,东城,安贞,精装,有电梯,安贞里,1室1厅,45
东 南,中楼层(共21层) 1999年建塔楼,2015.12,,,房屋满五年,东城,安贞,精装,有电梯,大龙公寓,2室1厅,89
南 北,中楼层(共6层) 1986年建板楼,2015.12,,,房屋满五年,东城,安贞,其他,无电梯,安华里社区,3室1厅,69.54
西南,顶层(共18层) 塔楼,2015.12,,,房屋满五年,东城,安贞,简装,有电梯,安定路,1室1厅,49.74
南 北,低楼层(共21层) 1990年建板塔结合,2015.12,,,房屋满五年,东城,安贞,简装,有电梯,小黄庄一区,2室1厅,63.81
东 北,低楼层(共13层) 1988年建板塔结合,2015.12,,,,东城,安贞,其他,有电梯,安华里社区,3室1厅,81
南 北,高楼层(共6层) 1983年建板楼,2015.12,,,房屋满五年,东城,安贞,精装,无电梯,,,
南,中楼层(共18层) 1988年建塔楼,2015.12,,,房屋满五年,东城,安贞,简装,有电梯,安华里社区,2室1厅,59.67
南 北,中楼层(共13层) 1998年建板塔结合,2015.12,,,房屋满五年,东城,安贞,精装,有电梯,小黄庄一区,1室2厅,89.26
东 西,低楼层(共21层) 板塔结合,2015.12,,,房屋满五年,东城,安贞,精装,有电梯,小黄庄一区,3室1厅,92.68
南,顶层(共17层) 1988年建塔楼,2015.12,,,房屋满五年,东城,安贞,其他,有电梯,安贞里,2室1厅,70
东 北,中楼层(共16层) 1985年建塔楼,2015.12,,,房屋满五年,东城,安贞,简装,有电梯,安华里社区,3室1厅,82.91
东 西,中楼层(共16层) 1992年建板塔结合,2015.12,,,房屋满五年,东城,安贞,精装,有电梯,安华西里社区,1室1厅,50.06
东 南,中楼层(共11层) 1990年建板塔结合,2015.12,,,房屋满五年,东城,安贞,其他,有电梯,安华西里社区,3室1厅,68
东 南,底层(共21层) 1999年建塔楼,2015.12,,,房屋满五年,东城,安贞,简装,有电梯,大龙公寓,2室1厅,85.54
东,低楼层(共21层) 板塔结合,2015.12,,,房屋满五年,东城,安贞,简装,有电梯,小黄庄一区,1室1厅,43.29
南 北,低楼层(共17层) 2005年建板塔结合,2015.12,,,房屋满五年,东城,安贞,其他,有电梯,国典华园,3室2厅,139.95
南 北,顶层(共6层) 1985年建板楼,2015.12,,,房屋满五年,东城,安贞,精装,无电梯,安华里社区,2室1厅,62.82
东,中楼层(共12层) 1980年建板塔结合,2015.12,,,房屋满五年,东城,安贞,简装,有电梯,安华西里社区,2室1厅,57.33
南 北,高楼层(共16层) 1986年建塔楼,2015.12,,,房屋满五年,东城,安贞,精装,有电梯,安贞西里,3室1厅,70.8
东 南,中楼层(共17层) 2005年建塔楼,2015.12,,,房屋满五年,东城,安贞,精装,有电梯,国典华园,2室2厅,104
南 北,中楼层(共21层) 板塔结合,2015.12,,,房屋满五年,东城,安贞,精装,有电梯,小黄庄一区,3室1厅,84.33
西,中楼层(共16层) 1997年建塔楼,2015.12,,,房屋满两年,东城,安贞,精装,有电梯,富仁名苑,2室2厅,81.7
西 东北,高楼层(共20层) 1993年建塔楼,2015.12,,,房屋满五年,东城,安贞,简装,有电梯,安定路,3室1厅,80.54
南 北,高楼层(共16层) 1992年建板塔结合,2015.12,,,房屋满五年,东城,安贞,精装,有电梯,安华西里社区,2室1厅,56.08
南 北,高楼层(共14层) 2004年建板塔结合,2015.12,,,房屋满五年,东城,安贞,精装,有电梯,富仁名苑,3室2厅,161.44
西,中楼层(共14层) 1991年建板塔结合,2015.12,,,,东城,安贞,其他,有电梯,安华里社区,1室1厅,47.67
南 北,中楼层(共6层) 1984年建板楼,2015.12,,,房屋满五年,东城,安贞,简装,无电梯,安华西里社区,3室1厅,70
南 北,低楼层(共6层) 1986年建板楼,2015.12,,,房屋满两年,东城,安贞,精装,无电梯,安贞里,2室1厅,53.6
南 北,高楼层(共6层) 1988年建板楼,2015.11.30,46188,252,房屋满五年,东城,安贞,简装,无电梯,安华里社区,2室1厅,54.56
南,低楼层(共18层) 1989年建塔楼,2015.11.30,52052,236,房屋满五年,东城,安贞,其他,有电梯,安贞里,1室1厅,45.34
东,低楼层(共16层) 1994年建塔楼,2015.11.30,47458,323.8,房屋满五年,东城,安贞,简装,有电梯,安外大街,2室1厅,68.23
南,低楼层(共12层) 板塔结合,2015.11.29,49275,298.8,房屋满五年,东城,安贞,简装,有电梯,兴化路11号院,2室1厅,60.64
南 北,底层(共6层) 1988年建板楼,2015.11.29,54510,275,房屋满五年,东城,安贞,精装,无电梯,安华里社区,2室1厅,50.45
南 北,中楼层(共20层) 1993年建塔楼,2015.11.29,50328,430,房屋满两年,东城,安贞,精装,有电梯,安定路,3室1厅,85.44
南 北,顶层(共6层) 1987年建板楼,2015.11.29,47042,291,房屋满五年,东城,安贞,精装,无电梯,安华西里社区,2室1厅,61.86
